Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Year,Week,Day,DayOfWeek,IsWeekend,IsHoliday,7D_MA
1852,CA-2015-160472,2015-07-20,7/25/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.4,5,0.0,11.88,2015-07,2015,30,20,0,0,0,191.3794285714283
1853,CA-2015-160472,2015-07-20,7/25/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0.0,49.105,2015-07,2015,30,20,0,0,0,200.90371428571402
1854,CA-2015-160472,2015-07-20,7/25/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,0.0,45.9754,2015-07,2015,30,20,0,0,0,209.49514285714258
1855,CA-2015-160472,2015-07-20,7/25/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178,2015-07,2015,30,20,0,0,0,177.9305714285712
1856,CA-2014-114643,2014-06-13,6/17/2014,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,2014-06,2014,24,13,4,0,0,178.9785714285712
1857,US-2017-158218,2017-05-12,5/15/2017,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99,2017-05,2017,19,12,4,0,0,192.28714285714258
1858,US-2017-158218,2017-05-12,5/15/2017,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072,2017-05,2017,19,12,4,0,0,78.43571428571401
1859,CA-2015-121608,2015-09-03,9/5/2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528,2015-09,2015,36,3,3,0,0,94.32428571428545
1860,CA-2015-121608,2015-09-03,9/5/2015,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0.0,25.1225,2015-09,2015,36,3,3,0,0,93.42999999999974
1861,US-2017-121251,2017-03-26,3/27/2017,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764,2017-03,2017,12,26,6,1,0,116.2511428571426
1862,US-2017-121251,2017-03-26,3/27/2017,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888,2017-03,2017,12,26,6,1,0,113.18828571428546
1863,CA-2014-151078,2014-11-12,11/12/2014,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,2014-11,2014,46,12,2,0,0,118.20428571428546
1864,US-2016-100839,2016-10-13,10/17/2016,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,2016-10,2016,41,13,3,0,0,203.85142857142833
1865,US-2016-100839,2016-10-13,10/17/2016,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368,2016-10,2016,41,13,3,0,0,202.52571428571403
1866,US-2017-116659,2017-11-12,11/12/2017,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955,2017-11,2017,45,12,6,1,0,235.8345714285712
1867,CA-2017-118857,2017-04-15,4/18/2017,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722,2017-04,2017,15,15,5,1,0,249.5431428571426
1868,CA-2015-127110,2015-06-25,7/1/2015,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864,2015-06,2015,26,25,3,0,0,217.19114285714264
1869,CA-2015-127110,2015-06-25,7/1/2015,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,2015-06,2015,26,25,3,0,0,211.2334285714283
1870,CA-2016-148201,2016-08-26,8/29/2016,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,0.0,3.1104,2016-08,2016,34,26,4,0,0,205.06885714285687
1871,CA-2014-116932,2014-07-21,7/25/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,2014-07,2014,30,21,0,0,0,115.31885714285688
1872,CA-2014-116932,2014-07-21,7/25/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,2014-07,2014,30,21,0,0,0,226.26285714285686
1873,CA-2014-116932,2014-07-21,7/25/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848,2014-07,2014,30,21,0,0,0,212.27228571428546
1874,CA-2017-142888,2017-11-21,11/25/2017,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842,2017-11,2017,47,21,1,0,0,194.34799999999973
1875,CA-2014-147914,2014-06-04,6/9/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,2014-06,2014,23,4,2,0,0,192.22228571428542
1876,US-2016-112977,2016-03-10,3/16/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,2016-03,2016,10,10,3,0,0,206.29771428571402
1877,CA-2017-112039,2017-03-25,3/29/2017,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376,2017-03,2017,12,25,5,1,0,272.56857142857115
1878,CA-2017-118885,2017-12-29,1/2/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,2017-12,2017,52,29,4,0,0,314.6211428571426
1879,CA-2017-118885,2017-12-29,1/2/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,2017-12,2017,52,29,4,0,0,243.30799999999974
1880,US-2017-166611,2017-03-28,4/2/2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194,2017-03,2017,13,28,1,0,0,214.14999999999972
1881,CA-2015-109512,2015-03-05,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,3,0.0,14.67,2015-03,2015,10,5,3,0,0,208.20142857142832
1882,CA-2015-109512,2015-03-05,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,2015-03,2015,10,5,3,0,0,260.68471428571405
1883,CA-2015-109512,2015-03-05,3/5/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,2015-03,2015,10,5,3,0,0,315.9155714285711
1884,CA-2016-118570,2016-11-13,11/17/2016,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828,2016-11,2016,45,13,6,1,0,279.72699999999975
1885,CA-2017-154718,2017-01-19,1/23/2017,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1,2017-01,2017,3,19,3,0,0,224.3601428571426
1886,CA-2016-147578,2016-04-22,4/26/2016,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,2016-04,2016,16,22,4,0,0,185.67214285714257
1887,CA-2014-140165,2014-05-13,5/15/2014,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976,2014-05,2014,20,13,1,0,0,176.86671428571404
1888,CA-2014-140165,2014-05-13,5/15/2014,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96,2014-05,2014,20,13,1,0,0,229.582714285714
1889,CA-2014-142587,2014-10-21,10/22/2014,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2014-10,2014,43,21,1,0,0,192.18057142857114
1890,CA-2014-142587,2014-10-21,10/22/2014,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877,2014-10,2014,43,21,1,0,0,170.20771428571402
1891,CA-2014-157623,2014-03-14,3/18/2014,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,2014-03,2014,11,14,4,0,0,140.70828571428544
1892,CA-2014-157623,2014-03-14,3/18/2014,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506,2014-03,2014,11,14,4,0,0,140.33399999999975
1893,CA-2017-145310,2017-12-22,12/24/2017,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,32127,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.824,1,0.2,2.934,2017-12,2017,51,22,4,0,0,136.9431428571426
1894,CA-2016-100083,2016-11-24,11/29/2016,Standard Class,CD-11980,Carol Darley,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745,2016-11,2016,47,24,3,0,0,139.46885714285688
1895,US-2017-108063,2017-12-02,12/5/2017,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,3,0.0,10.395,2017-12,2017,48,2,5,1,0,87.5114285714283
1896,CA-2015-109197,2015-12-31,1/4/2016,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,2015-12,2015,53,31,3,0,0,139.82457142857115
1897,CA-2017-141789,2017-10-03,10/6/2017,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,2017-10,2017,40,3,1,0,0,337.5945714285712
1898,CA-2014-169775,2014-08-29,9/2/2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,2014-08,2014,35,29,4,0,0,340.3442857142855
1899,CA-2014-169775,2014-08-29,9/2/2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,2014-08,2014,35,29,4,0,0,412.02942857142835
1900,CA-2014-169775,2014-08-29,9/2/2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,2014-08,2014,35,29,4,0,0,435.77721428571397
1901,CA-2016-140543,2016-06-29,7/3/2016,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,2016-06,2016,26,29,2,0,0,459.6480714285712
1902,CA-2016-151141,2016-08-20,8/23/2016,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906,2016-08,2016,33,20,5,1,0,456.8094999999998
1903,CA-2017-167094,2017-10-21,10/22/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,2017-10,2017,42,21,5,1,0,387.8380714285712
1904,CA-2017-167094,2017-10-21,10/22/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848,2017-10,2017,42,21,5,1,0,199.90949999999975
1905,CA-2017-167094,2017-10-21,10/22/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745,2017-10,2017,42,21,5,1,0,199.70835714285687
1906,CA-2017-154410,2017-10-21,10/24/2017,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.0912,2017-10,2017,42,21,5,1,0,257.4146428571426
1907,US-2016-150567,2016-05-17,5/21/2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,2016-05,2016,20,17,1,0,0,232.9708571428569
1908,US-2016-150567,2016-05-17,5/21/2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,2016-05,2016,20,17,1,0,0,209.41914285714262
1909,CA-2015-157959,2015-02-03,2/4/2015,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076,2015-02,2015,6,3,1,0,0,226.86771428571404
1910,CA-2017-105886,2017-12-18,12/23/2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,2017-12,2017,51,18,0,0,0,228.835714285714
1911,CA-2016-105963,2016-11-15,11/22/2016,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,2016-11,2016,46,15,1,0,0,174.67999999999975
1912,CA-2017-121503,2017-07-03,7/6/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,2017-07,2017,27,3,0,0,0,209.7508571428569
1913,CA-2017-121503,2017-07-03,7/6/2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,2017-07,2017,27,3,0,0,0,165.1811428571426
1914,CA-2014-103366,2014-01-15,1/17/2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,2014-01,2014,3,15,2,0,0,186.18085714285687
1915,CA-2017-124597,2017-04-30,5/5/2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,2017-04,2017,17,30,6,1,0,182.9794285714283
1916,CA-2017-124597,2017-04-30,5/5/2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,2017-04,2017,17,30,6,1,0,165.637714285714
1917,CA-2017-124597,2017-04-30,5/5/2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844,2017-04,2017,17,30,6,1,0,164.63657142857116
1918,CA-2015-105634,2015-11-08,11/14/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.3785,2015-11,2015,45,8,6,1,0,152.10228571428544
1919,CA-2015-123673,2015-10-30,11/1/2015,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,2015-10,2015,44,30,4,0,0,155.81714285714256
1920,US-2017-111423,2017-08-17,8/19/2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2017-08,2017,33,17,3,0,0,198.50114285714258
1921,US-2017-111423,2017-08-17,8/19/2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,2017-08,2017,33,17,3,0,0,243.16028571428544
1922,CA-2015-125178,2015-10-03,10/9/2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,2015-10,2015,40,3,5,1,0,244.64599999999973
1923,CA-2016-156685,2016-07-08,7/10/2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,2016-07,2016,27,8,4,0,0,365.80485714285686
1924,CA-2016-156685,2016-07-08,7/10/2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,2016-07,2016,27,8,4,0,0,370.8997142857141
1925,CA-2017-126865,2017-12-05,12/7/2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823,2017-12,2017,49,5,1,0,0,382.5125714285712
1926,CA-2017-102834,2017-03-09,3/13/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,2017-03,2017,10,9,3,0,0,368.2382857142855
1927,US-2016-139710,2016-06-09,6/15/2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2016-06,2016,23,9,3,0,0,265.6039999999997
1928,CA-2017-121538,2017-11-28,12/1/2017,First Class,RH-19495,Rick Hansen,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,2017-11,2017,48,28,1,0,0,212.20457142857117
1929,US-2017-101539,2017-03-16,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104,2017-03,2017,11,16,3,0,0,210.98628571428546
1930,US-2017-101539,2017-03-16,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0.0,1.8604,2017-03,2017,11,16,3,0,0,94.25342857142832
1931,US-2017-101539,2017-03-16,3/18/2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,2017-03,2017,11,16,3,0,0,181.7334285714283
1932,CA-2016-152121,2016-11-27,11/29/2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,2016-11,2016,47,27,6,1,0,207.31228571428545
1933,CA-2017-161200,2017-08-06,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184,2017-08,2017,31,6,6,1,0,199.563714285714
1934,CA-2017-161200,2017-08-06,8/10/2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.392,2017-08,2017,31,6,6,1,0,176.40942857142832
1935,CA-2017-101245,2017-11-27,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0.0,114.9385,2017-11,2017,48,27,0,0,0,198.66399999999973
1936,CA-2017-101245,2017-11-27,12/3/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0.0,59.8176,2017-11,2017,48,27,0,0,0,221.47542857142835
1937,CA-2015-141768,2015-05-25,5/27/2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,2015-05,2015,22,25,0,0,0,216.93542857142833
1938,CA-2016-112109,2016-07-08,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,2016-07,2016,27,8,4,0,0,125.50571428571403
1939,CA-2016-112109,2016-07-08,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,2016-07,2016,27,8,4,0,0,91.43371428571402
1940,CA-2016-112109,2016-07-08,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,2016-07,2016,27,8,4,0,0,71.86171428571403
1941,CA-2016-112109,2016-07-08,7/12/2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,2016-07,2016,27,8,4,0,0,164.35885714285692
1942,CA-2017-144064,2017-08-29,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,2017-08,2017,35,29,1,0,0,136.18885714285688
1943,CA-2017-144064,2017-08-29,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,2017-08,2017,35,29,1,0,0,116.37171428571402
1944,CA-2017-144064,2017-08-29,9/1/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,2017-08,2017,35,29,1,0,0,114.73028571428544
